Ana Kategori,Kategori,Ürün Grubu,komisyon,vade,Komisyon_%_KDV_Dahil,Uygulanan_Komisyon_%_KDV_Dahil
Foto-Kamera,Fotoğraf ve Kamera Aksesuarları,Pil ve Şarj Cihazları,"10,0%",Teslimat +28 Gün,10.0,10.0
Foto-Kamera,Fotoğraf ve Kamera Aksesuarları,SLR Lensleri,"10,0%",Teslimat +28 Gün,10.0,10.0
Foto-Kamera,Fotoğraf ve Kamera Aksesuarları,Sualtı Kılıfları,"10,0%",Teslimat +28 Gün,10.0,10.0
Foto-Kamera,Fotoğraf ve Kamera Aksesuarları,Taşıma Çantaları,"10,0%",Teslimat +28 Gün,10.0,10.0
Foto-Kamera,Fotoğraf ve Kamera Aksesuarları,Tripod,"10,0%",Teslimat +28 Gün,10.0,10.0
Giyim,Bebek Giyim,Ayakkabı,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Bebek Giyim,Bebek Pantolon,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Bebek Giyim,Bebek Pijama,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Bebek Giyim,Patik,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Bebek Giyim,Takımlar,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Bisiklet Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Bluz,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Ceket,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Etek,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Eşofman,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Fitwear,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Gömlek,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Kaban Alt Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Mont,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Outdoor Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Pantolon,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Spor Branşları Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Spor Şortu,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Sweatshirt,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Taraftar Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Tayt,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Termal Eşofmanlar,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Tişört,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Çocuk Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Çoraplar,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Üst Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,İç Giyim,"18,0%",Teslimat +28 Gün,18.0,18.0
Giyim,Giyim,Şort,"18,0%",Teslimat +28 Gün,18.0,18.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Akıl Oyunları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Diecast Modeller,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Figür Modelleri,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Hobby,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Kostüm ve Aksesuarları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Kutu Oyunları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Maket,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Maket Aksesuarları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Metal Model Arabalar,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Mıknatıslar,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Oyun Takımları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Oyun Takımı Aksesuarları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Puzzlelar ve Aksesuarları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Rc Araç Ekipmanları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Rc Araç Yedek Parçaları,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Uzaktan Kumandalı Arabalar,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Uzaktan Kumandalı Elektrikli Uçaklar,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Uzaktan Kumandalı Helikopterler,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",Uzaktan Kumandalı Tekneler,"16,0%",Teslimat +28 Gün,16.0,16.0
Hobi-Oyun,"Hobi, Oyun Eğlence Ürünleri",İlginç Ürünler,"16,0%",Teslimat +28 Gün,16.0,16.0
Kitap,Kitap,Akademik Kitaplar,"13,0%",Teslimat +28 Gün,13.0,13.0
Kitap,Kitap,Dergi,"15,0%",Teslimat +28 Gün,15.0,15.0
Kitap,Kitap,E- Kitap Okuyucu,"13,0%",Teslimat +28 Gün,13.0,13.0
Kitap,Kitap,Edebiyat,"13,0%",Teslimat +28 Gün,13.0,13.0
Kitap,Kitap,Eğitim,"15,0%",Teslimat +28 Gün,15.0,15.0
Kitap,Kitap,Hobi Kitapları,"13,0%",Teslimat +28 Gün,13.0,13.0
Kitap,Kitap,Çocuk Kitapları,"13,0%",Teslimat +28 Gün,13.0,13.0
Kitap,Kitap,Ön Ödemeli Kartlar,"13,0%",Teslimat +28 Gün,13.0,13.0
Kitap,Kitap,İthal kitaplar,"15,0%",Teslimat +28 Gün,15.0,15.0
Kırtasiye ve Ofis,Kırtasiye ve Ofis Ürünleri ve Sanatsal Malzeme,Kırtasiye Ürünleri ve Sanatsal Malzemeler,"15,0%",Teslimat +28 Gün,15.0,15.0
Kırtasiye ve Ofis,Kırtasiye ve Ofis Ürünleri ve Sanatsal Malzeme,Para kasası,"15,0%",Teslimat +28 Gün,15.0,15.0
Kırtasiye ve Ofis,Kırtasiye ve Ofis Ürünleri ve Sanatsal Malzeme,Piller,"15,0%",Teslimat +28 Gün,15.0,15.0
Kırtasiye ve Ofis,Ofis Teknolojileri 1,Ofis Makineleri,"12,0%",Teslimat +28 Gün,12.0,12.0
Kırtasiye ve Ofis,Ofis Teknolojileri 2,A3 Kağıtlar,"6,0%",Teslimat +28 Gün,6.0,6.0
Kırtasiye ve Ofis,Ofis Teknolojileri 2,A4 Kağıtlar,"6,0%",Teslimat +28 Gün,6.0,6.0
Kırtasiye ve Ofis,Ofis Teknolojileri 2,A5 Kağıtlar,"6,0%",Teslimat +28 Gün,6.0,6.0
Kırtasiye ve Ofis,Ofis Teknolojileri 2,Fotokopi Kağıtları,"6,0%",Teslimat +28 Gün,6.0,6.0
MDA- Beyaz Eşya,Ankastre & Pişirme Grubu,Ankastre Setler,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ankastre & Pişirme Grubu,Aspiratör,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ankastre & Pişirme Grubu,Davlumbaz,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ankastre & Pişirme Grubu,Ev Gereçleri,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ankastre & Pişirme Grubu,Fırınlar,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ankastre & Pişirme Grubu,Mikrodalga Fırın,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ankastre & Pişirme Grubu,Ocaklar,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Beyaz Eşya Yedek Parça & Aksesuar,Beyaz Eşya Yedek Parça & Aksesuar,"12,0%",Teslimat +28 Gün,12.0,12.0
MDA- Beyaz Eşya,Beyaz Eşya Yedek Parça & Aksesuar,Ek Güvence Paketleri,"12,0%",Teslimat +28 Gün,12.0,12.0
MDA- Beyaz Eşya,Beyaz Eşya Yedek Parça & Aksesuar,Isıtma - Soğutma yedek parça,"12,0%",Teslimat +28 Gün,12.0,12.0
MDA- Beyaz Eşya,Beyaz Eşya Yedek Parça & Aksesuar,Vantilatör,"12,0%",Teslimat +28 Gün,12.0,12.0
MDA- Beyaz Eşya,"Bulaşık, Çamaşır, Kurutma Makinesi ve Buzdolabı",Bulaşık Makinesi,"8,5%",Teslimat +28 Gün,8.5,8.5
MDA- Beyaz Eşya,"Bulaşık, Çamaşır, Kurutma Makinesi ve Buzdolabı",Buzdolabı,"8,5%",Teslimat +28 Gün,8.5,8.5
MDA- Beyaz Eşya,"Bulaşık, Çamaşır, Kurutma Makinesi ve Buzdolabı",Derin Dondurucu,"8,5%",Teslimat +28 Gün,8.5,8.5
MDA- Beyaz Eşya,"Bulaşık, Çamaşır, Kurutma Makinesi ve Buzdolabı",Klima,"8,5%",Teslimat +28 Gün,8.5,8.5
MDA- Beyaz Eşya,"Bulaşık, Çamaşır, Kurutma Makinesi ve Buzdolabı",Kombi,"8,5%",Teslimat +28 Gün,8.5,8.5
MDA- Beyaz Eşya,"Bulaşık, Çamaşır, Kurutma Makinesi ve Buzdolabı",Kurutma Makinesi Sebil,"8,5%",Teslimat +28 Gün,8.5,8.5
MDA- Beyaz Eşya,"Bulaşık, Çamaşır, Kurutma Makinesi ve Buzdolabı",Çamaşır Makinesi,"8,5%",Teslimat +28 Gün,8.5,8.5
MDA- Beyaz Eşya,Ev Isıtma & Soğutma Sistemleri,Hava Perdeleri,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ev Isıtma & Soğutma Sistemleri,Isıtma Soğutma (Diğer),"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ev Isıtma & Soğutma Sistemleri,Portatif Soğutucular,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ev Isıtma & Soğutma Sistemleri,Sobalar & Isıtıcılar,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ev Isıtma & Soğutma Sistemleri,Termoboyler,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ev Isıtma & Soğutma Sistemleri,Termosifonlar,"10,17%",Teslimat +28 Gün,10.17,10.17
MDA- Beyaz Eşya,Ev Isıtma & Soğutma Sistemleri,Şofbenler,"10,17%",Teslimat +28 Gün,10.17,10.17
Makyaj,Makyaj Ürünleri,Allık,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Eyeliner,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Far ve Far Paletleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Fondoten,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Highlighter,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Makyaj Temizleme Ürünleri,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Maskara,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Oje,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Pudra,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Rimel,"15,0%",Teslimat +28 Gün,15.0,15.0
Makyaj,Makyaj Ürünleri,Ruj,"15,0%",Teslimat +28 Gün,15.0,15.0
Mobilya,Dekorasyon,Dekorasyon,"22,0%",Teslimat +28 Gün,22.0,22.0
Mobilya,Dekorasyon,Tekstil Saklama Ürünleri,"22,0%",Teslimat +28 Gün,22.0,22.0
Mobilya,Ev Mobilya,Koltuklar,"18,0%",Teslimat +28 Gün,18.0,18.0
